RW_LA,LA_PS
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.0058602077016129,0.004175641266129
0.004897129032258,0.004175641266129
0.004897129032258,0.0002649738588709
0.004897129032258,0.0002649738588709
0.004897129032258,0.0002649738588709
0.004897129032258,0.0002649738588709
0.004897129032258,0.0002649738588709
0.004897129032258,0.0002649738588709
0.0043218387096774,0.0002649738588709
0.0043218387096774,0.0002649738588709
0.0043218387096774,0.0002649738588709
0.0043218387096774,0.0002649738588709
0.0043218387096774,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0030155,0.0002649738588709
0.0028445241935483,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.002553,0.0002649738588709
0.0024202177419354,0.0002649738588709
0.0024202177419354,0.0002649738588709
0.0024202177419354,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002649738588709
0.005772,0.0002643770846774
0.005772,0.0002643770846774
0.005772,0.0002643770846774
0.005772,0.0002643770846774
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.005772,0.004537834266129
0.0052340080645161,0.004537834266129
0.0052340080645161,0.004537834266129
0.0052340080645161,0.004537834266129
0.0052340080645161,0.004537834266129
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0016133300967741
0.0035540275403225,0.0012967046854838
0.0035540275403225,0.0002237903225806
0.0035540275403225,0.0002237903225806
0.0035540275403225,0.0002237903225806
0.0035540275403225,0.0002249838709677
0.0039914630241935,0.0002249838709677
0.0039914630241935,0.0002249838709677
0.0039914630241935,0.0002249838709677
0.0039914630241935,0.0002249838709677
0.0039914630241935,0.0002249838709677
0.0041138629032258,0.0002249838709677
0.0041138629032258,0.0002249838709677
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0041138629032258,0.0002237903225806
0.0039384112903225,0.0002237903225806
0.0033240322580645,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0002237903225806
0.0028266209677419,0.0005472235846774
0.0024166370967741,0.0005472235846774
0.0024166370967741,0.0026731888306451
0.0024166370967741,0.0026731888306451
0.0024166370967741,0.0026731888306451
0.0024166370967741,0.0026731888306451
0.0024166370967741,0.0026731888306451
0.0024166370967741,0.0026731888306451
0.0024166370967741,0.0026731888306451
0.0024166370967741,0.0056047931209677
0.0024166370967741,0.0056047931209677
0.0024166370967741,0.0056047931209677
